"Site","DateTime","Bay","Default GPS","VaneSize","Depth","ShearStrenght","Result","TSF","Comments","Attachments","MachineID","Operator","Instrument","CorrectionFactor","Created","Title","Manual GPS","Modified"
"zz Brisbane","2025-05-28T02:47:00Z",,"-33.24378311, 116.04060218","18x32","800","44","22",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:48:09Z","VS",,"2025-05-28T02:48:09Z"
"zz Brisbane","2025-05-28T02:55:00Z",,"-33.24380737, 116.04062015","18x32","200","52","26",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:56:17Z","VS",,"2025-05-28T02:56:17Z"
"zz Brisbane","2025-05-28T02:56:00Z",,"-33.24380737, 116.04062015","18x32","500","36","18",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:56:33Z","VS",,"2025-05-28T02:56:33Z"
"zz Brisbane","2025-05-28T02:56:00Z",,"-33.24378339, 116.04064199","18x32","800","44","22",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:56:57Z","VS",,"2025-05-28T02:56:57Z"
"zz Brisbane","2025-05-28T02:58:00Z",,"-33.24379589, 116.04033044","18x32","200","36","18",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:58:59Z","VS",,"2025-05-28T02:58:59Z"
"zz Brisbane","2025-05-28T02:59:00Z",,"-33.24379589, 116.04033044","18x32","500","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:59:11Z","VS",,"2025-05-28T02:59:11Z"
"zz Brisbane","2025-05-28T02:59:00Z",,"-33.24380374, 116.0403251","18x32","800","72","36",,,"0","David Yang","David Yang","H-60","2","2025-05-28T02:59:29Z","VS",,"2025-05-28T02:59:29Z"
"zz Brisbane","2025-05-28T03:01:00Z",,"-33.24382115, 116.03999005","18x32","200","44","22",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:02:14Z","VS",,"2025-05-28T03:02:14Z"
"zz Brisbane","2025-05-28T03:02:00Z",,"-33.24382115, 116.03999005","18x32","500","32","16",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:02:49Z","VS",,"2025-05-28T03:02:49Z"
"zz Brisbane","2025-05-28T03:02:00Z",,"-33.24382115, 116.03999005","18x32","800","20","10",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:03:06Z","VS",,"2025-05-28T03:03:06Z"
"zz Brisbane","2025-05-28T03:09:00Z",,"-33.2438478, 116.03977237","18x32","200","44","22",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:09:24Z","VS",,"2025-05-28T03:09:24Z"
"zz Brisbane","2025-05-28T03:09:00Z",,"-33.2438478, 116.03977237","18x32","500","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:09:47Z","VS",,"2025-05-28T03:09:47Z"
"zz Brisbane","2025-05-28T03:09:00Z",,"-33.2438478, 116.03977237","18x32","800","24","12",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:10:04Z","VS",,"2025-05-28T03:10:04Z"
"zz Brisbane","2025-05-28T03:11:00Z",,"-33.24384448, 116.03950523","18x32","200","80","40",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:12:12Z","VS",,"2025-05-28T03:12:12Z"
"zz Brisbane","2025-05-28T03:12:00Z",,"-33.24384448, 116.03950523","18x32","500","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:12:39Z","VS",,"2025-05-28T03:12:39Z"
"zz Brisbane","2025-05-28T03:12:00Z",,"-33.24384448, 116.03950523","18x32","800","84","42",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:13:03Z","VS",,"2025-05-28T03:13:03Z"
"zz Brisbane","2025-05-28T03:15:00Z",,"-33.24387185, 116.03928039","18x32","200","96","48",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:15:31Z","VS",,"2025-05-28T03:15:31Z"
"zz Brisbane","2025-05-28T03:15:00Z",,"-33.24387185, 116.03928039","18x32","500","80","40",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:16:01Z","VS",,"2025-05-28T03:16:01Z"
"zz Brisbane","2025-05-28T03:16:00Z",,"-33.24387185, 116.03928039","18x32","800","112","56",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:16:24Z","VS",,"2025-05-28T03:16:24Z"
"zz Brisbane","2025-05-28T03:18:00Z",,"-33.24386092, 116.03900511","18x32","200","60","30",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:18:41Z","VS",,"2025-05-28T03:18:41Z"
"zz Brisbane","2025-05-28T03:18:00Z",,"-33.24386092, 116.03900511","18x32","500","76","38",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:19:16Z","VS",,"2025-05-28T03:19:16Z"
"zz Brisbane","2025-05-28T03:19:00Z",,"-33.24386092, 116.03900511","18x32","800","112","56",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:19:33Z","VS",,"2025-05-28T03:19:33Z"
"zz Brisbane","2025-05-28T03:22:00Z",,"-33.24384579, 116.03928197","18x32","200","96","48",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:23:05Z","VS",,"2025-05-28T03:23:05Z"
"zz Brisbane","2025-05-28T03:23:00Z",,"-33.24385669, 116.03928265","18x32","500","100","50",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:23:35Z","VS",,"2025-05-28T03:23:35Z"
"zz Brisbane","2025-05-28T03:23:00Z",,"-33.24385669, 116.03928265","18x32","800","116","58",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:23:52Z","VS",,"2025-05-28T03:23:52Z"
"zz Brisbane","2025-05-28T03:25:00Z",,"-33.24385388, 116.03953394","18x32","200","80","40",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:26:06Z","VS",,"2025-05-28T03:26:06Z"
"zz Brisbane","2025-05-28T03:26:00Z",,"-33.24385388, 116.03953394","18x32","500","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:26:36Z","VS",,"2025-05-28T03:26:36Z"
"zz Brisbane","2025-05-28T03:26:00Z",,"-33.24385388, 116.03953394","18x32","800","68","34",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:26:55Z","VS",,"2025-05-28T03:26:55Z"
"zz Brisbane","2025-05-28T03:30:00Z",,"-33.24383056, 116.03977946","18x32","200","96","48",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:30:32Z","VS",,"2025-05-28T03:30:32Z"
"zz Brisbane","2025-05-28T03:30:00Z",,"-33.24383056, 116.03977946","18x32","500","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:30:49Z","VS",,"2025-05-28T03:30:49Z"
"zz Brisbane","2025-05-28T03:30:00Z",,"-33.24383056, 116.03977946","18x32","800","36","18",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:31:04Z","VS",,"2025-05-28T03:31:04Z"
"zz Brisbane","2025-05-28T03:33:00Z",,"-33.24381517, 116.04014196","18x32","200","52","26",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:33:48Z","VS",,"2025-05-28T03:33:48Z"
"zz Brisbane","2025-05-28T03:33:00Z",,"-33.24381517, 116.04014196","18x32","500","24","12",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:34:04Z","VS",,"2025-05-28T03:34:04Z"
"zz Brisbane","2025-05-28T03:34:00Z",,"-33.24381517, 116.04014196","18x32","800","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:34:22Z","VS",,"2025-05-28T03:34:22Z"
"zz Brisbane","2025-05-28T03:38:00Z",,"-33.24381002, 116.04052382","18x32","200","56","28",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:38:34Z","VS",,"2025-05-28T03:38:34Z"
"zz Brisbane","2025-05-28T03:38:00Z",,"-33.24381002, 116.04052382","18x32","500","32","16",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:38:48Z","VS",,"2025-05-28T03:38:48Z"
"zz Brisbane","2025-05-28T03:38:00Z",,"-33.24381002, 116.04052382","18x32","800","56","28",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:39:07Z","VS",,"2025-05-28T03:39:07Z"
"zz Brisbane","2025-05-28T03:40:00Z",,"-33.2437969, 116.04080169","18x32","200","56","28",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:41:16Z","VS",,"2025-05-28T03:41:16Z"
"zz Brisbane","2025-05-28T03:41:00Z",,"-33.24381395, 116.0408135","18x32","500","24","12",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:41:41Z","VS",,"2025-05-28T03:41:41Z"
"zz Brisbane","2025-05-28T03:41:00Z",,"-33.24381395, 116.0408135","18x32","800","32","16",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:41:59Z","VS",,"2025-05-28T03:41:59Z"
"zz Brisbane","2025-05-28T03:45:00Z",,"-33.2437805, 116.04107093","18x32","200","64","32",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:45:33Z","VS",,"2025-05-28T03:45:33Z"
"zz Brisbane","2025-05-28T03:45:00Z",,"-33.2437805, 116.04107093","18x32","500","56","28",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:45:51Z","VS",,"2025-05-28T03:45:51Z"
"zz Brisbane","2025-05-28T03:45:00Z",,"-33.2437805, 116.04107093","18x32","800","68","34",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:46:10Z","VS",,"2025-05-28T03:46:10Z"
"zz Brisbane","2025-05-28T03:47:00Z",,"-33.24377692, 116.04136643","18x32","200","76","38",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:48:19Z","VS",,"2025-05-28T03:48:19Z"
"zz Brisbane","2025-05-28T03:48:00Z",,"-33.24377692, 116.04136643","18x32","500","76","38",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:48:36Z","VS",,"2025-05-28T03:48:36Z"
"zz Brisbane","2025-05-28T03:48:00Z",,"-33.24376436, 116.04135376","18x32","800","56","28",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:49:04Z","VS",,"2025-05-28T03:49:04Z"
"zz Brisbane","2025-05-28T03:50:00Z",,"-33.24376583, 116.04167569","18x32","200","44","22",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:50:56Z","VS",,"2025-05-28T03:50:56Z"
"zz Brisbane","2025-05-28T03:50:00Z",,"-33.24376583, 116.04167569","18x32","500","52","26",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:51:16Z","VS",,"2025-05-28T03:51:16Z"
"zz Brisbane","2025-05-28T03:51:00Z",,"-33.24376583, 116.04167569","18x32","800","192","96",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:51:33Z","VS",,"2025-05-28T03:51:33Z"
"zz Brisbane","2025-05-28T03:53:00Z",,"-33.24372851, 116.042087","18x32","200","76","38",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:53:50Z","VS",,"2025-05-28T03:53:50Z"
"zz Brisbane","2025-05-28T03:53:00Z",,"-33.24372851, 116.042087","18x32","500","44","22",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:54:09Z","VS",,"2025-05-28T03:54:09Z"
"zz Brisbane","2025-05-28T03:54:00Z",,"-33.24372851, 116.042087","18x32","800","152","76",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:54:32Z","VS",,"2025-05-28T03:54:32Z"
"zz Brisbane","2025-05-28T03:56:00Z",,"-33.24371754, 116.04236798","18x32","200","48","24",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:56:52Z","VS",,"2025-05-28T03:56:52Z"
"zz Brisbane","2025-05-28T03:56:00Z",,"-33.24371754, 116.04236798","18x32","500","24","12",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:57:09Z","VS",,"2025-05-28T03:57:09Z"
"zz Brisbane","2025-05-28T03:57:00Z",,"-33.24371754, 116.04236798","18x32","800","280","140",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:57:43Z","VS",,"2025-05-28T03:57:43Z"
"zz Brisbane","2025-05-28T03:59:00Z",,"-33.2437118, 116.04277133","18x32","200","16","8",,,"0","David Yang","David Yang","H-60","2","2025-05-28T03:59:48Z","VS",,"2025-05-28T03:59:48Z"
"zz Brisbane","2025-05-28T03:59:00Z",,"-33.24370519, 116.04276346","18x32","500","40","20",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:00:03Z","VS",,"2025-05-28T04:00:03Z"
"zz Brisbane","2025-05-28T04:00:00Z",,"-33.24369372, 116.04274817","18x32","800","300","150",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:00:29Z","VS",,"2025-05-28T04:00:29Z"
"zz Brisbane","2025-05-28T04:11:00Z",,"-33.24489855, 116.04088619","18x32","200","0","0",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:11:35Z","VS",,"2025-05-28T04:11:35Z"
"zz Brisbane","2025-05-28T04:11:00Z",,"-33.24489855, 116.04088619","18x32","500","28","14",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:11:51Z","VS",,"2025-05-28T04:11:51Z"
"zz Brisbane","2025-05-28T04:11:00Z",,"-33.24489855, 116.04088619","18x32","800","36","18",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:12:07Z","VS",,"2025-05-28T04:12:07Z"
"zz Brisbane","2025-05-28T04:13:00Z",,"-33.24498926, 116.04052597","18x32","200","16","8",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:14:02Z","VS",,"2025-05-28T04:14:02Z"
"zz Brisbane","2025-05-28T04:14:00Z",,"-33.24498926, 116.04052597","18x32","500","24","12",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:14:20Z","VS",,"2025-05-28T04:14:20Z"
"zz Brisbane","2025-05-28T04:14:00Z",,"-33.24498926, 116.04052597","18x32","800","120","60",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:14:36Z","VS",,"2025-05-28T04:14:36Z"
"zz Brisbane","2025-05-28T04:16:00Z",,"-33.24506485, 116.04007239","18x32","200","24","12",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:16:59Z","VS",,"2025-05-28T04:16:59Z"
"zz Brisbane","2025-05-28T04:17:00Z",,"-33.24506485, 116.04007239","18x32","500","36","18",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:17:17Z","VS",,"2025-05-28T04:17:17Z"
"zz Brisbane","2025-05-28T04:17:00Z",,"-33.24506485, 116.04007239","18x32","800","224","112",,,"0","David Yang","David Yang","H-60","2","2025-05-28T04:17:36Z","VS",,"2025-05-28T04:17:36Z"
"zz Brisbane","2025-05-28T06:13:00Z",,"-33.2613227, 116.0285437","18x32","200","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:13:46Z","VS",,"2025-05-28T06:13:46Z"
"zz Brisbane","2025-05-28T06:13:00Z",,"-33.2613227, 116.0285437","18x32","500","56","28",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:14:08Z","VS",,"2025-05-28T06:14:08Z"
"zz Brisbane","2025-05-28T06:14:00Z",,"-33.2613227, 116.0285437","18x32","800","48","24",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:14:32Z","VS",,"2025-05-28T06:14:32Z"
"zz Brisbane","2025-05-28T06:16:00Z",,"-33.24530511, 116.03921254","18x32","200","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:17:24Z","VS",,"2025-05-28T06:17:24Z"
"zz Brisbane","2025-05-28T06:17:00Z",,"-33.24530511, 116.03921254","18x32","500","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:17:42Z","VS",,"2025-05-28T06:17:42Z"
"zz Brisbane","2025-05-28T06:17:00Z",,"-33.24530511, 116.03921254","18x32","800","48","24",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:18:00Z","VS",,"2025-05-28T06:18:00Z"
"zz Brisbane","2025-05-28T06:20:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:20:15Z","VS",,"2025-05-28T06:20:15Z"
"zz Brisbane","2025-05-28T06:20:00Z",,"-33.24530511, 116.03921254","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:20:27Z","VS",,"2025-05-28T06:20:27Z"
"zz Brisbane","2025-05-28T06:20:00Z",,"-33.24530511, 116.03921254","18x32","800","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:20:37Z","VS",,"2025-05-28T06:20:37Z"
"zz Brisbane","2025-05-28T06:22:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:22:59Z","VS",,"2025-05-28T06:22:59Z"
"zz Brisbane","2025-05-28T06:23:00Z",,"-33.24530511, 116.03921254","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:23:09Z","VS",,"2025-05-28T06:23:09Z"
"zz Brisbane","2025-05-28T06:23:00Z",,"-33.24530511, 116.03921254","18x32","800","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:23:22Z","VS",,"2025-05-28T06:23:22Z"
"zz Brisbane","2025-05-28T06:25:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:25:46Z","VS",,"2025-05-28T06:25:46Z"
"zz Brisbane","2025-05-28T06:25:00Z",,"-33.24530511, 116.03921254","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:25:55Z","VS",,"2025-05-28T06:25:55Z"
"zz Brisbane","2025-05-28T06:25:00Z",,"-33.24530511, 116.03921254","18x32","800","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:26:10Z","VS",,"2025-05-28T06:26:10Z"
"zz Brisbane","2025-05-28T06:27:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:28:14Z","VS",,"2025-05-28T06:28:14Z"
"zz Brisbane","2025-05-28T06:28:00Z",,"-33.24530511, 116.03921254","18x32","500","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:28:27Z","VS",,"2025-05-28T06:28:27Z"
"zz Brisbane","2025-05-28T06:28:00Z",,"-33.24530511, 116.03921254","18x32","800","220","110",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:28:53Z","VS",,"2025-05-28T06:28:53Z"
"zz Brisbane","2025-05-28T06:31:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:31:54Z","VS",,"2025-05-28T06:31:54Z"
"zz Brisbane","2025-05-28T06:31:00Z",,"-33.24530511, 116.03921254","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:32:08Z","VS",,"2025-05-28T06:32:08Z"
"zz Brisbane","2025-05-28T06:32:00Z",,"-33.24530511, 116.03921254","18x32","800","116","58",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:32:19Z","VS",,"2025-05-28T06:32:19Z"
"zz Brisbane","2025-05-28T06:34:00Z",,"-33.24530511, 116.03921254","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:35:26Z","VS",,"2025-05-28T06:35:26Z"
"zz Brisbane","2025-05-28T06:35:00Z",,"-33.26133728, 116.02853393","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:35:52Z","VS",,"2025-05-28T06:35:52Z"
"zz Brisbane","2025-05-28T06:35:00Z",,"-33.26133728, 116.02853393","18x32","800","124","62",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:36:03Z","VS",,"2025-05-28T06:36:03Z"
"zz Brisbane","2025-05-28T06:38:00Z",,"-33.26133728, 116.02853393","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:38:12Z","VS",,"2025-05-28T06:38:12Z"
"zz Brisbane","2025-05-28T06:38:00Z",,"-33.24399451, 116.04451796","18x32","500","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:38:41Z","VS",,"2025-05-28T06:38:41Z"
"zz Brisbane","2025-05-28T06:38:00Z",,"-33.24399451, 116.04451796","18x32","800","64","32",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:39:02Z","VS",,"2025-05-28T06:39:02Z"
"zz Brisbane","2025-05-28T06:40:00Z",,"-33.24399451, 116.04451796","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:41:23Z","VS",,"2025-05-28T06:41:23Z"
"zz Brisbane","2025-05-28T06:41:00Z",,"-33.24399451, 116.04451796","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:41:36Z","VS",,"2025-05-28T06:41:36Z"
"zz Brisbane","2025-05-28T06:41:00Z",,"-33.24399451, 116.04451796","18x32","800","88","44",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:41:46Z","VS",,"2025-05-28T06:41:46Z"
"zz Brisbane","2025-05-28T06:44:00Z",,"-33.24634816, 116.04236645","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:44:42Z","VS",,"2025-05-28T06:44:42Z"
"zz Brisbane","2025-05-28T06:44:00Z",,"-33.24634816, 116.04236645","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:44:55Z","VS",,"2025-05-28T06:44:55Z"
"zz Brisbane","2025-05-28T06:44:00Z",,"-33.24634816, 116.04236645","18x32","800","28","14",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:45:09Z","VS",,"2025-05-28T06:45:09Z"
"zz Brisbane","2025-05-28T06:46:00Z",,"-33.24634816, 116.04236645","18x32","200","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:46:56Z","VS",,"2025-05-28T06:46:56Z"
"zz Brisbane","2025-05-28T06:46:00Z",,"-33.24634816, 116.04236645","18x32","500","0","0",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:47:06Z","VS",,"2025-05-28T06:47:06Z"
"zz Brisbane","2025-05-28T06:47:00Z",,"-33.24634816, 116.04236645","18x32","800","12","6",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:47:21Z","VS",,"2025-05-28T06:47:21Z"
"zz Brisbane","2025-05-28T06:54:00Z",,"-33.24399451, 116.04451796","18x32","200","16","8",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:54:27Z","VS",,"2025-05-28T06:54:27Z"
"zz Brisbane","2025-05-28T06:54:00Z",,"-33.24399451, 116.04451796","18x32","500","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:54:42Z","VS",,"2025-05-28T06:54:42Z"
"zz Brisbane","2025-05-28T06:54:00Z",,"-33.24399451, 116.04451796","18x32","800","192","96",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:54:59Z","VS",,"2025-05-28T06:54:59Z"
"zz Brisbane","2025-05-28T06:56:00Z",,"-33.24399451, 116.04451796","18x32","200","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:57:30Z","VS",,"2025-05-28T06:57:30Z"
"zz Brisbane","2025-05-28T06:57:00Z",,"-33.24399451, 116.04451796","18x32","500","56","28",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:57:56Z","VS",,"2025-05-28T06:57:56Z"
"zz Brisbane","2025-05-28T06:57:00Z",,"-33.24399451, 116.04451796","18x32","800","184","92",,,"0","MM48","David Yang","H-60","2","2025-05-28T06:58:17Z","VS",,"2025-05-28T06:58:17Z"
"zz Brisbane","2025-05-28T07:01:00Z",,"-33.24399451, 116.04451796","18x32","200","28","14",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:02:17Z","VS",,"2025-05-28T07:02:17Z"
"zz Brisbane","2025-05-28T07:02:00Z",,"-33.24399451, 116.04451796","18x32","500","84","42",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:02:33Z","VS",,"2025-05-28T07:02:33Z"
"zz Brisbane","2025-05-28T07:02:00Z",,"-33.24399451, 116.04451796","18x32","800","84","42",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:02:50Z","VS",,"2025-05-28T07:02:50Z"
"zz Brisbane","2025-05-28T07:05:00Z",,"-33.26133728, 116.02853393","18x32","200","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:05:49Z","VS",,"2025-05-28T07:05:49Z"
"zz Brisbane","2025-05-28T07:05:00Z",,"-33.26133728, 116.02853393","18x32","500","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:06:01Z","VS",,"2025-05-28T07:06:01Z"
"zz Brisbane","2025-05-28T07:06:00Z",,"-33.26133728, 116.02853393","18x32","800","72","36",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:06:22Z","VS",,"2025-05-28T07:06:22Z"
"zz Brisbane","2025-05-28T07:09:00Z",,"-33.26133728, 116.02853393","18x32","200","28","14",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:09:34Z","VS",,"2025-05-28T07:09:34Z"
"zz Brisbane","2025-05-28T07:09:00Z",,"-33.26133728, 116.02853393","18x32","500","52","26",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:09:55Z","VS",,"2025-05-28T07:09:55Z"
"zz Brisbane","2025-05-28T07:09:00Z",,"-33.26133728, 116.02853393","18x32","800","64","32",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:10:07Z","VS",,"2025-05-28T07:10:07Z"
"zz Brisbane","2025-05-28T07:11:00Z",,"-33.26133728, 116.02853393","18x32","200","20","10",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:12:13Z","VS",,"2025-05-28T07:12:13Z"
"zz Brisbane","2025-05-28T07:12:00Z",,"-33.26133728, 116.02853393","18x32","500","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:12:30Z","VS",,"2025-05-28T07:12:30Z"
"zz Brisbane","2025-05-28T07:12:00Z",,"-33.26133728, 116.02853393","18x32","800","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:12:47Z","VS",,"2025-05-28T07:12:47Z"
"zz Brisbane","2025-05-28T07:19:00Z",,"-33.24390704, 116.04045756","18x32","200","32","16",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:20:14Z","VS",,"2025-05-28T07:20:14Z"
"zz Brisbane","2025-05-28T07:20:00Z",,"-33.24390704, 116.04045756","18x32","500","40","20",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:20:34Z","VS",,"2025-05-28T07:20:34Z"
"zz Brisbane","2025-05-28T07:20:00Z",,"-33.24390704, 116.04045756","18x32","800","24","12",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:20:46Z","VS",,"2025-05-28T07:20:46Z"
"zz Brisbane","2025-05-28T07:27:00Z",,"-33.24390704, 116.04045756","18x32","200","96","48",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:28:24Z","VS",,"2025-05-28T07:28:24Z"
"zz Brisbane","2025-05-28T07:28:00Z",,"-33.24390704, 116.04045756","18x32","500","44","22",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:28:54Z","VS",,"2025-05-28T07:28:54Z"
"zz Brisbane","2025-05-28T07:28:00Z",,"-33.24390704, 116.04045756","18x32","800","104","52",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:29:19Z","VS",,"2025-05-28T07:29:19Z"
"zz Brisbane","2025-05-28T07:32:00Z",,"-33.26133727, 116.02853394","18x32","200","116","58",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:32:43Z","VS",,"2025-05-28T07:32:43Z"
"zz Brisbane","2025-05-28T07:32:00Z",,"-33.26133727, 116.02853394","18x32","500","176","88",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:33:07Z","VS",,"2025-05-28T07:33:07Z"
"zz Brisbane","2025-05-28T07:33:00Z",,"-33.26133727, 116.02853394","18x32","800","200","100",,,"0","MM48","David Yang","H-60","2","2025-05-28T07:33:42Z","VS",,"2025-05-28T07:33:42Z"
