Created Local DateTime,Closest Motec DateTime,Depth,Shear Vane Strength,VNA DateTime,RF Raw Data,Closest Motec Latitude,Closest Motec Longitude,Time different
2025-05-27 09:29:36,2025-05-27 09:29:34,200,56,2025-05-27 09:29:46,"!Created with skrf (http://scikit-rf.org)
# Hz S RI R 50.0
!freq ReS11 ImS11
400000000.0 -0.6329902219382694 -0.6161896700812908
420000000.0 0.46389848494325037 -0.7125218470127352
440000000.0 -0.15705110503821046 0.7347740943661996
460000000.0 -0.6077445460876357 0.2168814527022962
480000000.0 0.29176502088912565 0.4594808305970463
500000000.0 -0.40113917301953017 -0.24127608347984875
520000000.0 -0.37598310755426373 0.08489138116110741
540000000.0 0.24424465492022301 0.25495212440931636
560000000.0 -0.22671157158982053 0.06810258526125343
580000000.0 0.26718986958102153 -0.01954314356758575
600000000.0 0.04375878898642254 -0.325602075629591
620000000.0 0.013234736211856526 0.36162260631672966
640000000.0 0.07519035803936235 -0.39415119624039757
660000000.0 0.37602095614686853 0.1986399126905215
680000000.0 0.4225620668053351 -0.14361722609474312
700000000.0 0.4189146241112866 -0.16443200879671235
720000000.0 -0.2431668541935434 0.3277957351464358
740000000.0 0.2002524759591524 0.32404281687815023
760000000.0 0.3768059091645962 0.0003498047460396739
780000000.0 -0.3254905684130288 -0.04157560691869641
800000000.0 0.25163822671742625 -0.06746877468995875
820000000.0 -0.07741636150490887 0.23315591384242143
840000000.0 -0.19937531374631948 -0.10302749749546285
860000000.0 0.010095150899816215 0.14240299206737547
880000000.0 0.06335789739231282 0.055825643842332406
900000000.0 -0.040801778634942214 0.07239844500836035
920000000.0 -0.03909677746648957 0.06711752234555696
940000000.0 0.038491810530201294 -0.04435130769507353
960000000.0 -0.054416646007469684 -0.021503737442302984
980000000.0 -0.07429570240824311 -0.01033661512817413
1000000000.0 -0.04728189723329025 0.0811967062465629
1020000000.0 0.07406924815657266 -0.07718892706679416
1040000000.0 -0.11394583965018638 0.03004761689382854
1060000000.0 0.14553555552124825 0.0030703363112960934
1080000000.0 0.1572712655840789 0.09584654538671702
1100000000.0 0.14510499117593964 -0.14115183175099977
1120000000.0 -0.14407226593031944 0.16218869227960953
1140000000.0 -0.18170952388100453 0.1687450102337233
1160000000.0 0.24460958332435473 0.1375019255664726
1180000000.0 -0.26003613282929106 0.15582436886866208
1200000000.0 0.3037535701513272 -0.1340545020545854
1220000000.0 -0.3573236200765639 -0.050421495703508235
1240000000.0 0.3557686607432679 -0.16393728364716204
1260000000.0 -0.38533921270770344 0.09735905590714435
1280000000.0 -0.40587285366969605 -0.029550848453302487
1300000000.0 -0.008035277603213162 0.4288380242449989
1320000000.0 0.39679974513347294 -0.15624426180792966
1340000000.0 0.36647273120321067 -0.21557426384206108
1360000000.0 0.1645705087804914 -0.3914345581841597
1380000000.0 -0.38883643336307516 -0.15343748781825647
1400000000.0 -0.038121939314260486 0.39305669213897587
1420000000.0 -0.03275879184234597 0.3675062077713717
1440000000.0 0.17492325291872743 0.3070680353846059
1460000000.0 0.21167056759764033 -0.25252383642012177
1480000000.0 -0.24721137523284253 -0.1773562035656873
1500000000.0 0.2707818811554885 -0.07674428687217275
1520000000.0 -0.23448058951377293 -0.07824536421395716
1540000000.0 0.10760879763987813 -0.18940136473164387
1560000000.0 0.14586916692865076 -0.1137643025184097
1580000000.0 0.12175051015238698 -0.10164998101555568
1600000000.0 -0.05431046273487517 -0.11947511463128174
1620000000.0 0.0314570430857638 -0.09807243233258589
1640000000.0 -0.07965211521797327 0.001937499728916547
1660000000.0 -0.017564582178587154 0.06282900931060645
1680000000.0 0.030389540494302793 0.051330546906093996
1700000000.0 -0.04156285461718809 -0.01691515849067039
1720000000.0 0.007978970576406 0.024031595760419456
1740000000.0 0.015379378571414812 0.004143203802938092
1760000000.0 -0.015364855076572046 -0.01965259718948081
1780000000.0 0.03905039610407254 -0.02805426961769703
1800000000.0 0.019753487642033732 0.07219495353989284
1820000000.0 -0.1024967458516713 0.003700241542274795
1840000000.0 -0.11153548353173467 -0.08617950994078705
1860000000.0 -0.16925665681430688 0.04485905590060891
1880000000.0 -0.029870377954884893 -0.20727277972161748
1900000000.0 0.19266310938353828 -0.13531743685565187
1920000000.0 -0.1322416799356485 -0.2195096136235169
1940000000.0 -0.27825788370953297 0.06824219207612162
1960000000.0 0.170321036071141 0.26251680539922784
1980000000.0 0.07993066902837061 -0.3258837775356456
2000000000.0 -0.3465060357133096 -0.058688174329828396
2020000000.0 -0.041560819542806826 0.3662105767435901
2040000000.0 0.12773088257416695 -0.35544350269895886
2060000000.0 -0.003253015903376018 0.3673387536364641
2080000000.0 0.14690211011602095 0.3111581699656474
2100000000.0 -0.17161509442358427 0.28416847957270114
2120000000.0 0.008206166429061433 0.31859436584309986
2140000000.0 -0.11494492580275384 0.2732380726754747
2160000000.0 -0.057485378831857975 -0.27246127858271363
2180000000.0 -0.12288067030665636 -0.2318368974561992
2200000000.0 -0.12486181032955629 0.20668627163141556
2220000000.0 0.0004788314811755915 0.2134558625408645
2240000000.0 -0.12618734287462724 0.15010268329831025
2260000000.0 -0.07393722540188538 0.1697695768340742
2280000000.0 0.0514079999807547 0.16660680448440818
2300000000.0 -0.014161448487319317 -0.16476142176212447
2320000000.0 -0.08171130454317854 -0.14048574051364557
2340000000.0 0.06920827909247694 0.14914554647622535
2360000000.0 0.008413009249761133 0.16453693609585482
2380000000.0 -0.17492627683114692 0.011369002344717216
2400000000.0 0.19090900591927693 0.012444016417451558
2420000000.0 -0.18006413480144484 0.12637475327521303
2440000000.0 -0.2536808225439122 -0.011622582285273207
2460000000.0 -0.2273719131029526 -0.17379275718134998
2480000000.0 0.06681332895505587 -0.31377443870130867
2500000000.0 0.34681295811477625 0.09542770188571792
2520000000.0 0.13861798602230846 0.3795416065789815
2540000000.0 0.15872821088222266 0.4141649616932264
2560000000.0 0.09930696734313896 0.4670047907079231
2580000000.0 -0.28729158934141336 0.41989582386872487
2600000000.0 -0.47686762214960887 0.24908067402492656
2620000000.0 -0.5513932940980987 0.09468874815506989
2640000000.0 -0.45000158753032 -0.3599081667041777
2660000000.0 -0.07192542156670073 -0.5880059872835298
2680000000.0 0.16765385093060747 -0.5772738576999713
2700000000.0 0.3686037471536059 -0.48327614396092666
2720000000.0 0.5576894931628609 -0.242176347858176
2740000000.0 -0.1594476944571957 0.5876514570818575
2760000000.0 -0.09370036826750838 0.6009239507105351
2780000000.0 0.27177137092999415 0.541349643044309
2800000000.0 0.598022391654313 0.08765930454686077
2820000000.0 -0.025231518409209164 -0.6051835142312723
2840000000.0 -0.4287475668490967 0.43380624588150085
2860000000.0 0.44848285933186904 -0.42809631667775083
2880000000.0 0.05927476165343112 0.6289489320125196
2900000000.0 -0.6078827555679186 -0.2245146431896443
2920000000.0 0.09328841768852984 -0.6620996322475313
2940000000.0 0.6652790398779808 -0.1936112256689457
2960000000.0 0.4949402448065799 0.5193682598571564
2980000000.0 -0.24790793594227367 0.7000938666853569
3000000000.0 -0.7403590303753088 -0.19751173935861535
3020000000.0 0.4125261527165257 -0.6661775027647704
3040000000.0 0.10604716051235206 0.7867658768827516
3060000000.0 -0.12143972457416737 -0.7885922033148571
3080000000.0 -0.5032091769757256 0.6175027395737861
3100000000.0 0.6442575912165778 0.45435980552936933
3120000000.0 0.5720726740308492 -0.5258816601017666
3140000000.0 -0.20270286056775202 -0.7342175859522695
3160000000.0 -0.6427505850669181 -0.3665103065903198
3180000000.0 -0.7108272980544886 0.061973853400932415
3200000000.0 -0.5873724353027584 0.3454353185392506
3220000000.0 -0.4401726311661051 -0.47315023674637086
3240000000.0 -0.5678563619133272 -0.21455398886854435
3260000000.0 -0.5628308422743646 0.04991030949163525
3280000000.0 -0.3598285877165191 0.37372938394953414
3300000000.0 0.07356552318966042 0.4669338243434395
3320000000.0 0.4273512180607559 0.029612658943627256
3340000000.0 0.006645991510232675 -0.3869720135557113
3360000000.0 -0.2613014870715158 0.23369646067658922
3380000000.0 0.3146083993697376 -0.04479443514929525
3400000000.0 -0.28276382029380553 0.07538695591383995
3420000000.0 0.27242160611901034 -0.03224928167669137
3440000000.0 -0.12812416847326033 0.2366745084857798
3460000000.0 0.019598722327324056 -0.2684939212790125
3480000000.0 -0.031935067091126215 0.2743380669855254
3500000000.0 0.2255806217278524 -0.17612203393598402
3520000000.0 0.060297649555000145 -0.2985798353438178
3540000000.0 -0.1833604790473625 -0.2710275973659449
3560000000.0 -0.25418904143243154 -0.23316235259382603
3580000000.0 0.13375107789692128 -0.33601676227253713
3600000000.0 0.3351871492483517 0.1783214616217232
3620000000.0 -0.344710685885115 0.19226735992002775
3640000000.0 -0.14278125031858233 -0.3815598965684018
3660000000.0 0.36844010247325654 0.1846221620986887
3680000000.0 -0.4119464732546794 0.011565040053399206
3700000000.0 0.34262101708654014 -0.2268437737816335
3720000000.0 -0.15609510498617524 0.3714349996479467
3740000000.0 -0.032299855366837396 -0.3907074630662591
3760000000.0 0.13710894225061188 0.3503427916050795
3780000000.0 0.26900949952234554 -0.22645249239179535
3800000000.0 -0.17597730784255505 0.27381783107008956
3820000000.0 -0.15581575392939712 -0.25354021900362406
3840000000.0 0.025060991180375088 -0.2593385543396802
3860000000.0 0.18194269406107805 0.11746207097693069
3880000000.0 -0.11913621433401868 -0.13026735211894133
3900000000.0 0.10981784910742377 0.08422575535366336
3920000000.0 -0.10163787848131682 -0.009997484112721298
3940000000.0 0.0596687907608099 0.03652294315785123
3960000000.0 0.0418438030275614 0.011998575116770856
3980000000.0 -0.002944779488751307 -0.024880518353515124
4000000000.0 -0.006980487526770053 -0.00924886327589746",-33.24360657,116.04022980,10
2025-05-27 09:30:10,2025-05-27 09:30:14,500,40,2025-05-27 09:29:59,"!Created with skrf (http://scikit-rf.org)
# Hz S RI R 50.0
!freq ReS11 ImS11
400000000.0 -0.6762915279998859 -0.567953068854782
420000000.0 0.40026215812722254 -0.7469392322175887
440000000.0 -0.5158763333170642 0.5398514403666914
460000000.0 -0.6321779817480554 0.14464200842293592
480000000.0 0.2847021582063378 0.4654543769838928
500000000.0 -0.42373633415972 -0.19425084617105018
520000000.0 -0.38916551474196837 0.02203001941212634
540000000.0 0.2620383521145896 0.247215351818021
560000000.0 0.10080348309783191 0.21429439355650168
580000000.0 0.17645880049664409 -0.2012649998885224
600000000.0 0.30394359276697164 -0.12754390017827635
620000000.0 -0.12135028306328476 0.3502485498117718
640000000.0 -0.2978894742699003 -0.2858725827389652
660000000.0 0.2870122311268046 -0.32338226039963164
680000000.0 0.011180095168879264 -0.4469748062061636
700000000.0 0.01746412273497304 -0.44716444169636543
720000000.0 0.1535441052365841 0.37489499076588334
740000000.0 0.3516240324470574 0.13612030649476578
760000000.0 0.22250338600094044 -0.2965101703704439
780000000.0 -0.2606054152093134 0.18381570814248055
800000000.0 0.23641431611462718 -0.08376352937346315
820000000.0 -0.232608134153784 -0.03653358324661771
840000000.0 0.16955960068874634 0.13066374223303195
860000000.0 0.10049127414656765 0.09584271737001092
880000000.0 -0.06280773602429392 0.0658040542253328
900000000.0 0.020504570867319317 -0.0885193219263304
920000000.0 0.07861396047921371 -0.011219671986186014
940000000.0 0.05282729683080761 0.02499694973556318
960000000.0 -0.011111208681363387 0.05642961249098827
980000000.0 0.07460515026480555 -0.0006340131514367035
1000000000.0 -0.04862868711025833 -0.07874851653498262
1020000000.0 0.05286539493019807 0.09285735672292246
1040000000.0 -0.030420022220367465 -0.11327289326781984
1060000000.0 -0.033965525789459314 0.1412843975994109
1080000000.0 -0.05204008970321326 0.17911401564197563
1100000000.0 0.193206253324707 -0.07126550013951219
1120000000.0 -0.16251955537537835 0.14735465428187483
1140000000.0 -0.11892784027811104 0.21964734692272833
1160000000.0 0.2711393691675503 0.06831827417484479
1180000000.0 -0.2823171768411003 0.11002485592114418
1200000000.0 0.30063364828327355 -0.14279524947252986
1220000000.0 -0.3606463295562575 -0.02743908380591986
1240000000.0 0.36014642389577556 -0.15549485587358938
1260000000.0 -0.3851696765592177 0.10205437364325215
1280000000.0 -0.40600224858533845 -0.04153838603366963
1300000000.0 0.05276429924373516 0.4266257652031307
1320000000.0 0.37802805843512144 -0.19895659388509115
1340000000.0 0.31997115782636765 -0.27989519708800714
1360000000.0 0.08802997366897487 -0.4146765745553722
1380000000.0 -0.405720833394493 -0.09278266349590619
1400000000.0 -0.08859662651108953 0.38296200404856545
1420000000.0 -0.14205692957850627 0.3414364486700124
1440000000.0 0.2250729445278396 0.27443953184566683
1460000000.0 0.13446909458421696 -0.29978636612626675
1480000000.0 -0.22859976940000443 -0.20009966054445122
1500000000.0 0.2606047620828053 -0.10568519297694977
1520000000.0 -0.21972635614451685 -0.11318776744007372
1540000000.0 0.05713334998139583 -0.21119621908440928
1560000000.0 0.09701588325548112 -0.15747524066301077
1580000000.0 0.06623186067338528 -0.1425077834277741
1600000000.0 -0.0270242509875564 -0.1268011412280042
1620000000.0 0.08234604144415215 -0.058708936204009264
1640000000.0 -0.02746009666465725 -0.07450695075694512
1660000000.0 -0.04868551739260392 0.04373486238642889
1680000000.0 -0.05580088286312741 0.01893485693087604
1700000000.0 0.04396869875679134 0.004387680752589815
1720000000.0 0.022323894809004798 -0.013773428320271478
1740000000.0 0.017071844061199184 -0.0016503506412818183
1760000000.0 0.019251585742534043 0.0169509682944853
1780000000.0 0.04201641043299133 0.022537671421139827
1800000000.0 -0.026524560804655633 0.06967247953757655
1820000000.0 -0.09187041101147446 -0.046463038620214656
1840000000.0 -0.08742506167396832 -0.11249386674922822
1860000000.0 -0.1246736557553045 0.12560440008986234
1880000000.0 -0.142245328369513 -0.15232128220436691
1900000000.0 0.17194593748905485 -0.15891229541384874
1920000000.0 -0.1580352025448455 -0.20040153986670423
1940000000.0 -0.2835552930942317 0.03404681693342464
1960000000.0 0.16717248274544308 0.26439970265013746
1980000000.0 0.05733774927221912 -0.33006133305842406
2000000000.0 -0.3375229824695691 -0.09398846011224259
2020000000.0 -0.1108017204006476 0.35080629895128734
2040000000.0 0.2039286926443422 -0.3187341915065322
2060000000.0 0.004039256158864459 0.36812525738258184
2080000000.0 0.18812602323461924 0.28804209086642396
2100000000.0 -0.19203647469363985 0.27067520845076204
2120000000.0 -0.029493567667925786 0.3169447182568593
2140000000.0 -0.17073661627336684 0.24280963484989168
2160000000.0 -0.037298339261503284 -0.2781372802144151
2180000000.0 -0.1614532361937747 -0.20728801581429254
2200000000.0 -0.12733442283523427 0.20568464412802093
2220000000.0 -0.009055972366495753 0.21468927456740444
2240000000.0 -0.06303348574385943 0.18650599465796186
2260000000.0 0.014896384263996594 0.18444891862898852
2280000000.0 0.1183108165282582 0.1273806327458971
2300000000.0 -0.01075219567859763 -0.16408115924487204
2320000000.0 -0.08743527805709937 -0.13672001039090523
2340000000.0 0.055707774522798195 0.15448871933419706
2360000000.0 -0.01924182501127004 0.1634193285789087
2380000000.0 -0.1680236135113302 -0.05144383668590052
2400000000.0 0.1925271824017928 0.00774473317622298
2420000000.0 -0.18684864024463896 0.1172967647394727
2440000000.0 -0.2547995759654505 -0.004348430417533696
2460000000.0 -0.22741832355772826 -0.17488809008704612
2480000000.0 0.061175544765608394 -0.3159500569309839
2500000000.0 0.3504073790312115 0.08637050303844626
2520000000.0 0.15972694791465164 0.3718428908192494
2540000000.0 0.16888579236366594 0.41052738812901807
2560000000.0 0.11612118036803205 0.4635129434043427
2580000000.0 -0.2688724632921194 0.43239487075308336
2600000000.0 -0.4571353301454499 0.28321641117062946
2620000000.0 -0.55347877125748 0.07960160498882081
2640000000.0 -0.4311600055481609 -0.3829071802856036
2660000000.0 -0.0933206711594751 -0.5853813968712221
2680000000.0 0.18417794816749158 -0.5721046584764519
2700000000.0 0.4181103705311075 -0.4407862610293616
2720000000.0 0.5712931992908031 -0.20889421307829345
2740000000.0 -0.1347970592694314 0.5939020700650242
2760000000.0 -0.0935044565003 0.6008195719064455
2780000000.0 0.2361996606262735 0.5571106537848719
2800000000.0 0.5836177833119957 0.15493053298550888
2820000000.0 0.05949339121510323 -0.6018347835692666
2840000000.0 -0.49714664168073447 0.3512827401861767
2860000000.0 0.5220455363581281 -0.33143268298435563
2880000000.0 -0.14241632673538143 0.6136189162662573
2900000000.0 -0.4805142182869854 -0.432040241692075
2920000000.0 0.3126654000173596 -0.5883104494622623
2940000000.0 0.6880484206491335 0.05771069298761038
2960000000.0 0.2525479888177896 0.6696047140182556
2980000000.0 -0.5072539643364393 0.5408238297964039
3000000000.0 -0.6692054643523662 -0.37114539114616957
3020000000.0 0.5790978276565546 -0.5264902797756089
3040000000.0 0.00543095684445516 0.7929694437817697
3060000000.0 0.04422124073108823 -0.7965848998059324
3080000000.0 -0.5692505569907144 0.5574906165001782
3100000000.0 0.6955559190142641 0.3708395555027775
3120000000.0 0.658349991259788 -0.41339232472339704
3140000000.0 -0.09774057707599133 -0.7559231186521842
3160000000.0 -0.5863950828765632 -0.45235702943159006
3180000000.0 -0.7117162738296379 0.044857554157124314
3200000000.0 -0.5720874251476077 0.36863816108575603
3220000000.0 -0.4615317914461345 -0.450949875912359
3240000000.0 -0.5811558497774563 -0.1708606651959317
3260000000.0 -0.5517085015523601 0.11293524549530869
3280000000.0 -0.32748675177528586 0.40030294673559563
3300000000.0 0.11012954168237923 0.45793685649392696
3320000000.0 0.42379913781542017 -0.04473959184251807
3340000000.0 -0.05251734687661383 -0.3808039196783103
3360000000.0 -0.2196418366065083 0.2697945011932752
3380000000.0 0.3089425344488321 -0.06636123005407947
3400000000.0 -0.27496226336945284 0.09436700216760907
3420000000.0 0.27058859245720507 -0.03620544276889535
3440000000.0 -0.13465259012233355 0.23226945454301803
3460000000.0 -0.033823738246797116 -0.26653683266705924
3480000000.0 0.06229805994279304 0.26798313775198096
3500000000.0 0.19800399813709674 -0.20458994687602994
3520000000.0 0.055347985036461406 -0.29838392611471726
3540000000.0 -0.11523248945278564 -0.30488989609593026
3560000000.0 -0.2747980114794668 -0.20625153318032316
3580000000.0 0.14512063922305313 -0.32999667190398496
3600000000.0 0.3544111111002582 0.13393375007573158
3620000000.0 -0.31459650966781616 0.23840005966677358
3640000000.0 -0.2175685148874369 -0.34369664568707625
3660000000.0 0.38070844587673325 0.15470100785391716
3680000000.0 -0.41127420536352965 -0.0020123993244989583
3700000000.0 0.34417111128083827 -0.2243385422206087
3720000000.0 -0.1612914672613705 0.36910927184205755
3740000000.0 -0.012056240973435519 -0.39210070131943103
3760000000.0 0.10807271945677688 0.3615514945149851
3780000000.0 0.24600846288103695 -0.25312031792832773
3800000000.0 -0.14342043151458553 0.29306570734635407
3820000000.0 -0.17668826233982854 -0.24026875041840676
3840000000.0 0.020007278067828278 -0.2606963632929242
3860000000.0 0.1940816184490945 0.10026480077036856
3880000000.0 -0.14175102592142835 -0.10815110268432716
3900000000.0 0.12739175969461533 0.05822288667454837
3920000000.0 -0.10224482483175551 0.0170899491775674
3940000000.0 0.06998134436589176 0.011870497899884633
3960000000.0 0.017143546347170538 -0.041191534906466154
3980000000.0 -0.009102587080010943 -0.023404634252331642
4000000000.0 -0.011539239141175835 -8.181025594555875e-05",-33.24362183,116.04022980,-11
